641436513390080000,"(u""@LOHANTHONY my moms taking my iPad away tomorrow but it's worth it because I'm tweeting the KWEENT #ANTHONYCHAT"", '1')"
636015418243710976,"(u'Oh shit, might be going to ihop tomorrow Elliott gone kill me', '1')"
625062283971006465,"(u""@suitablecash digi was on the 18th but i didn't go but im going to slaybells"", '1')"
641447913525276672,"(u'Tomorrow, Apple Inc. will introduce the 6S, a new Apple TV and the iPad Pro.', '1')"
639314859952214016,"(u""I didn't think this was possible, but my Apple Watch has 13% battery left right now &amp; I last took it off the charger Tuesday around 8AM"", '1')"
621354798126764032,"(u'Is it me ... Or is the Amazon Prime Day ... Sucks . I have yet to find a great Better than Black Friday Deal! Damn I was excited too!', '-2')"
641105493335781376,"(u'getting the song done tomorrow hit a pain thing again and weights and cardio too, feeling lonely like chris brown but in time, not in prime', '0')"
637280038539411456,"(u""So I know I'm late on this, but happy late 1st birthday Bentley!!! We love you! https://t.co/cQ0ump2opR"", '1')"
640698815121485824,"(u""Donald Trump is that kid that runs for 7th grade student council that says he'll give everyone a day off from school as if he has authority"", '-1')"
641460027002355712,"(u""@Qantas hi, i've trying to contact quantas bu phone with no success since last thursday...i left an ipad in a plane, could you help me?"", '0')"
641231953027596290,"(u'@snunzie2014 anytime ..@ 8:40 this week they r giving away Madonna tickets too if you wanted to try to get in for that show for Saturday too', '1')"
641258686934052864,"(u""Bernie Sanders will stop in Greensboro, NC Sunday. He's holding a rally at the Greensboro Coliseum. #Vote2016 http://t.co/big5SxMZQO"", '1')"
632287139569500160,"(u""@HanniVroom Bentley, you are right. My sensitive skin can't take too much sun. Thank you."", '1')"
636879256291643392,"(u'Vice President Joe Biden will meet with AFL-CIO Richard Trumka later Thursday, further fueling talk that he may... http://t.co/MyjexGaviL', '0')"
639937116596740097,"(u""Let's see how many couples are going to start dry humping when Eric Church sings wrecking ball tomorrow #CountryJam"", '1')"
641638590582161408,"(u'Justin #Bieber justinbieber: Who is coming tomorrow for the free show in Nyc!?...: justinbieber: Who is coming... http://t.co/rxnLTfZVRi', '1')"
625444568771620864,"(u""If Kurt Cobain knew his music would be being played in an Applebee's at 6 pm on a Sunday, he'd roll over in his grave"", '1')"
633827911972356096,"(u'@JustopolisTv Um, I may or may not have bought the first season on Amazon Prime and am kind of excitedly freaking out right now.', '1')"
641485888673812480,"(u""I don't operate any iOS devices anymore but I'll still tune into the big show tomorrow. Still fun to watch the event and see what's what."", '0')"
639901439775670273,"(u'@piersmorgan @LionelRichie finished 4th, just like Arsenal.', '0')"
638767493172068352,"(u'Friday at IHOP it was like 11:30 and I felt like it was 3 in the morning. I was so done.', '1')"
640428065835876352,"(u'Fifa sunday! @LezzD PSG or Barca all the way @goitsemakwati', '1')"
641271048818724865,"(u'VIDEO: Fury as lion killer returns to work: There were angry scenes in Minnesota on Tuesday as the US de... http://t.co/5DS4WYcVpy (BBC)', '0')"
621511488642093056,"(u'Jesus may have been born on Christmas and died on Easter, but he got the tableware for the Last Supper at 40% off on Amazon Prime Day.', '1')"
640971810968834048,"(u""This is a tribute to Kurt Cobain. It's the same recording that I already posted, Season's in the Sun, but... http://t.co/l0b4jU7s0d"", '1')"
629907971586154496,"(u'So I need someone to see Jurassic World with tomorrow.. Any takers?', '1')"
641272335119466496,"(u'@realDonaldTrump @DanScavino @MichaelCohen212 -YOU R THE BEST NEGOTIATOR.Wish it was U instead of Kerry that went. https://t.co/5Rcn2UJ5d4', '-1')"
641647723289165824,"(u""99% no one is dropping an album at today's Apple event. Free trial period ends Sept 30. If anything, it'll be after to encourage renewals."", '0')"
633547870327717888,"(u'Just turned 16. Hitched from Newcastle to get there. Went for AC/DC, left obsessed with Van Halen. Carefree days. https://t.co/ZwE9vSPjIK', '1')"
638671988702101504,"(u'On September 1 2012, Madonna performed her MDNA Tour on the Plains of Abraham in Quebec City. A sold out crowd of... http://t.co/4qmB6Gddkj', '1')"
627485684471889921,"(u'Merkel the Great: Angela Merkel set to run for 4th term according to reports\nhttp://t.co/j5szzqs4In', '0')"
641289742211006464,"(u'I am ready to consider the possibility that Donald Trump holds a higher opinion of himself than the facts may, at times, warrant.', '-1')"
641441832291934208,"(u""You can download 0.12.0 for iOS and the show or server won't work until tomorrow be happy and SMILE MORE =)"", '1')"
637018128111693824,"(u'See news through the eyes of real people &amp; be your own reporter with Fresco 2.0 for iOS, coming September 8th! http://t.co/IfLPLqqsmy', '0')"
639951189858107392,"(u'Superman is an alien, powered by the sun. Batman is a mere mortal, powered by his bank account. Why is there gonna be a movie?!', '-1')"
639457637487222785,"(u'If Jeb Bush wins by some far chance the flood gate will be really opened and our 1st language will be spanish', '-1')"
641640385949765632,"(u'@HalfStreetHeart the ""Harper doesn\'t hustle"" narrative was born, and will endure, b/c of one dumb decision Matty\'s 1st month on the job', '-1')"
639353883215724545,"(u'Chelsea Football Club may have 33 players out on loan but the number of Juventus loanees dwarfs that number... http://t.co/ZTUhxWgmlq', '1')"
623223507401355264,"(u'Social media boosts vintage cars: New York - David Beckham may have more of an influence on you than you think... http://t.co/UfLB8ruBap', '1')"
640913783041343488,"(u'""Hold on partner I got bars to and they kinda scary I\'m about to show you how may  nick\'s this Mariah Carey\'s""', '1')"
640918600715501568,"(u'So what if Donald Trump is right on some things? Like the old saying goes ""the sun will shine on a dog\'s ass, occasionally."" ;-)', '-1')"
631315432494997504,"(u'Video - Kurt Cobain solo album to be released in November&gt;To coincide with DVD/Blu-ray release of Brett Mor...http://t.co/4V0Li8OZb6 #video', '0')"
641606455246893056,"(u'Hillary made a very lucid case for the Iran agreement, and I think she may have changed my mind with the detail... http://t.co/pqBwkeFX2o', '1')"
641328263822999555,"(u""tomorrow is another big day in the tech world! I'm guessing a new upgraded  iPhone, iPad, and possibly new OS! http://t.co/ro5a6NIgAa"", '1')"
638757049808068608,"(u'P2016: AFL-CIO Pres Dick Trumka to march with Joe Biden in Labor Day parade.""People can read into that...what they want. He\'s a good friend""', '1')"
629819019026010112,"(u'Nothing better than listening to the Magic Mike XXL soundtrack on a Saturday @hannahmooneynz #ChanningSwag #DemBeats', '1')"
631538800158572544,"(u""@HotCoalsTheatre @Superboltplays Ooh - what's Jurassic Park. Looking now... see you tomorrow!!"", '0')"
641130228631277573,"(u""@strngwys @mskerryd A different Robbie. Also, Kerry doesn't know I brought Madelines to you and Engadget on Friday but she was gone. Shhh."", '0')"
638345756328493056,"(u'(Assuming Barca are the best team in the world) Who is the 2nd best in your opinion?', '1')"
640360671054557184,"(u'Survey: Federer has ostensibly the toughest 4th round match, but is there a tougher one? Does Isner win a set? Does RBA?', '0')"
636561343223468032,"(u'Shock of shocks, the posts about Bobby Jindal\'s birthright citizenship/""anchor baby"" status are bullshit (http://t.co/YFv7FEr9Z2) ...', '-1')"
641299887829708800,"(u'@alauwasser If it keeps making money for HBO, they may have to start going to former colonies as well. Or even have to take Madonna.', '1')"
641612687177199616,"(u""Cops are closing in on the guys who robbed Chris Brown's home in July and it appears they have gang affiliations. http://t.co/QHXmAkbhG4"", '0')"
639469431240921088,"(u'me and Kerry have somehow got to get away with leaving the hotel tomorrow with a snapped bed, no cutlery and broken curtains', '0')"
637335506070687744,"(u""Well Rome is rather beautiful! Can't wait to the Roma - Juventus game on Sunday! http://t.co/9OsshdZwX0"", '1')"
641434130727706624,"(u""OK, last chance for the #Nats. It's Werth, Rendon, Harper vs. Familia in 9th, down 8-7."", '0')"
635971550412447745,"(u'$1 pancakes at ihop tomorrow, who am i going with!?', '1')"
637809432890576896,"(u""I know more about AC/DC concerts than Angus Young probably remembers and I'm only getting to witness it live on Monday. I just"", '1')"
641493880555347968,"(u'Why spec Noritz? We want to know! Submit a vid before Oct 31 explaining why &amp; you could win an iPad! http://t.co/QNPOTCjrK1 #NoritzPro', '1')"
640587723062030336,"(u'@timmbarton123 @voxdotcom We must keep working to make it happen tho. If Twitter/FB existed during Kerry he may have won!\nMySpace failed.', '1')"
638109028548128768,"(u'What will happen if and when the outcome of the election is unfavorable for Erdogan? http://t.co/vPKo0KRxt7 http://t.co/WlRjhHToYH', '0')"
636173070118600704,"(u""Tests show it is easy to insert Galaxy Note 5's S Pen backwards; doing so may damage device's stylus detection mec... http://t.co/H0wrNMDKSg"", '0')"
640281054654427137,"(u'Last day on our Disney Premier Annual Passes. Gonna get different APs tomorrow. The Premier AP is too much hassle when we go to Disneyland.', '1')"
637354000136949761,"(u'Bentley the pup is enjoying the Old Main lawn on this warm afternoon. Happy Friday, Penn State! http://t.co/qWKnsu5Dzx', '1')"
641256781428183042,"(u'Out October 1 on Amazon US &amp; UK. (Thanks for the heads up @thatkiddjoe!) #MockingjayPart2 https://t.co/L83F32XlOl', '1')"
640354999592202241,"(u'BTW, @LeeIngram4 is the guy who gave me an iPod last year, on which my son (@PChangerP ) 1st set me up on Twitter. My 1st tweet was 9/6/14.', '1')"
636497392905228290,"(u'""Sun Is Shining"" by Bob Marley is now ripping it up on @RadioDanz http://t.co/PjzzD8qKs7 #np', '1')"
639705230108688384,"(u""Friends of Barca, I'm off on saturday to travel round Spain so would like to see as many of you as possible... http://t.co/BirDdHrBuf"", '1')"
641383082923196416,"(u'@coorz00 thanks tea sounds good but gotta update the iPad 1st', '0')"
630846667189673984,"(u'Samsung may be getting ready to unveil the Galaxy Note 5 and Galaxy S6 edge+ in just a few days, but the Korea... http://t.co/TkirajHCkt', '1')"
641221392680284161,"(u'This will be the 3rd ""revamp"" of Hillary\'s campaign. Her numbers tank each time. She just sucks at campaigning in the new media world.', '-2')"
630379456331427840,"(u'@Head_Gunner Does Lexus truck Monday mean you got a Lexus this Monday?', '1')"
640216838715088896,"(u'Never been a Kerry fan but may they hammer 7 shites into Dublin and wipe the smile off their smug little faces!', '0')"
640016538255409152,"(u'If Chris brown hits the Quan tomorrow expect my ass to run and jump on stage', '1')"
641636406054526978,"(u'Color take on the head doodles from #WonderWoman Wednesday. From a while back -- only have the iPhone photo though: http://t.co/PfiuWzo1sP', '0')"
641653832439562240,"(u""15 minutes until all of the Android fanboys goes squealing for the Apple's September 9th Event! ;)"", '1')"
641387404255985664,"(u'@ABCPolitics @ABC @DavidMuir OMGosh! HIllary still using her deceased Mom as a PROP to save herself from her own lies. ~May she RIP.', '-2')"
631501454407143424,"(u'Google+ may finally have the beginnings of a unique value proposition for social media users. http://t.co/8xMbDOVSB9 via @marketingland', '1')"
640676300600946688,"(u""Okay guys going to take the night off to finally get rid if this cold. I'll be online tomorrow labor day for Harry Potter trivia"", '1')"
641467903150194688,"(u'And that is why messi is the best in the world. Good game though. Now to wait till October 10.', '1')"
641394262031007744,"(u""@kerryamchugh Trust me when I say that you are not alone, Kerry; mile 11 of Sunday's half marathon felt worse than mile 23 of my 1st full!"", '1')"
621422611847880704,"(u""Amazon Prime Day is to Black Friday, as a root canal is to Christmas Day. \n\nThe hype didn't live up to the delivery."", '-2')"
624059131079618561,"(u'February 20th! Same day as Kurt Cobain https://t.co/p71fLtp9kH', '0')"
641034645581242368,"(u""There's only one Minister in Harper's pantheon, and he's 100% Prime... (May contain Antibiotics, HGH, GMO...) https://t.co/8zE5Va8HiX"", '0')"
636400724021121024,"(u""We have an encore screening of Magic Mike XXL this Thursday at 1 pm at Rainbow Cinemas! You don't want to miss... http://t.co/nL7xPJIO7Y"", '1')"
640662274827382784,"(u""I can't wait to see Donald Trump at the American Airlines Center in Dallas on Sep 14. I heard he was 10 ft. tall &amp; bulletproof. #Trump2016"", '1')"
631458650243117056,"(u""I will be at the famous Bentley's saloon in Arundel Maine tomorrow night from 7 to 11 and it's also prime rib night http://t.co/jGTHFLNNX1"", '0')"
639965483505217537,"(u""It's been a whole year since Beyonce perform her music and she returning tomorrow night... http://t.co/WXKduoRb2I"", '1')"
637265887238578176,"(u'The Modern Family star and her Magic Mike XXL hunk are said to be tying the knot in November.', '1')"
636931785054638080,"(u'Just turned on my @pandora_radio and got The Ronettes followed by AC/DC. I just might survive Thursday if this keeps up.', '1')"
641595717358895105,"(u'Swanage - An Apple IPhone has been handed in @ Swanage Town Hall Office. Please come in and speak to us if you think it may be yours.', '1')"
635483992528175104,"(u'Just listening to whitney houston, celin dione and mariah carey.... just a perfect sunday,, true talent there ladies and gents', '1')"
637813739547426816,"(u'@AfroUnique and I once sat in a Walgreens parking lot attempting to sing Mariah Carey\'s ""My All"" and probably scared the neighbors', '1')"
641501884243689472,"(u'@KimCummms I see. I hope it will survive. If not, you only have new when things break. Apple may announce a big size iPad tomorrow', '1')"
620522318662619137,"(u'@LincolnHardo bro, she may just be more marketable. Remember that David Beckham was the highest earner in football for a very long time.', '1')"
638391777955840000,"(u'@eattherudecast I think it\'s Hannibal and Clarice on the run together, which I loathed, but Bryan\'s talk of an ""inversion"" may make it work', '-1')"
637403979794677760,"(u'I may dislike like facebook, but I fucking hate Google+ with an unholy passion. What an ugly unintuitive interface.', '-2')"
639979760735662080,"(u'everyone who sat around me at metlife was so annoying but i didnt let it ruin such an amazing night', '0')"
641613333087563780,"(u'@RBKC Frock Me fair returns to Chelsea Old Town Hall this Sunday from 11am with lots of amazing #vintagefashion http://t.co/1U6DfklmqL', '1')"
640270623516717056,"(u""Federer's next match is going to be the 1st obstacle he faces on his way to the finals. His first serve needs to be on point against Isner."", '0')"
641529619162660864,"(u'Video of Justin at a night club in New York City tonight. (September 9) http://t.co/g6Z8SmdtRV', '0')"
641577752768868353,"(u""@Morning_Joe Funny how Joe Biden is in 2nd in your poll, and he's not even running ! #Bernie2016"", '0')"
641577840257990656,"(u'The early kick off on Saturday is Everton vs Chelsea aka the John Stones Derby! BTTS written all over it?', '1')"
622042211618811904,"(u'Despite all the funny posts about lack of discounts...Amazon Prime Day sales beat Black Friday http://t.co/ncjCn42ZNO', '2')"
640447130906296320,"(u'@T4RD1S nah it was there for a few years. Breaking bad, first couple of seasons of GoT, Hannibal, mad men, 1st season of true detective, 1st', '0')"
627670109180534784,"(u'Stayed up late to watch Jurassic World and I just remembered I have a football match tomorrow morning :/', '1')"
626752075687309312,"(u'#RickPerry mired in tie for 11th with dynamic Bobby Jindal in new Quinnipiac poll. His Trump gambit did zero for Rick http://t.co/DGUQGdRPU5', '0')"
635576275306999808,"(u'New @TennisPodcast tomorrow, reviewing Federer, Serena and the pre US Open storylines. This is what we sound like https://t.co/2x0O2UDCe8', '1')"
641444998060183553,"(u'My mom is going to the Chris Brown concert tomorrow.....', '0')"
641365936851673088,"(u""A primer on Madonna's Rebel Heart Tour: The tour kicks off at the Bell Centre on Wednesday and Thursday. http://t.co/BOzlp4MnMU"", '0')"
641476038766149633,"(u'Can I just go to Disneyland for my 21st or is that super lame lol', '1')"
633655643862364160,"(u'The worst thing about going back to school tomorrow is not being able to watch Game of Thrones all day.', '2')"
640223415350231040,"(u""I'm going to Chris Brown at Isleta Amphitheater in Albuquerque, NM - Sep 12 http://t.co/pjNYeAsqN1"", '1')"
639553285704261633,"(u""@KerryDrewFox5 Okay Kerry! Sorry I'm not going to see you at the 6pm news. I'm at work but I see you tomorrow morning. Have a great night."", '0')"
641006416963112961,"(u'Liam Payne or David Beckham the world may never know', '0')"
